Wk;Day;Date;Time;Home;xG;Score;xG;Away;Attendance;Venue;Referee;Match Report;Notes
14;Fri;01.12.17;21:00;Málaga;1.1;0–0;0.4;Levante;17,886;Estadio La Rosaleda;Ricardo de Burgos;Match Report;
14;Sat;02.12.17;13:00;Barcelona;3;2–2;1.4;Celta Vigo;63,208;Camp Nou;Mario Melero;Match Report;
14;Sat;02.12.17;16:15;Atlético Madrid;2.7;2–1;1.7;Real Sociedad;57,394;Estadio Wanda Metropolitano;Santiago Jaime;Match Report;
14;Sat;02.12.17;18:30;Sevilla;1.4;2–0;1.1;La Coruña;32,017;Estadio Ramón Sánchez Pizjuán;José Sánchez;Match Report;
14;Sat;02.12.17;20:45;Athletic Club;1;0–0;1.1;Real Madrid;44,884;San Mamés;Antonio Matéu Lahoz;Match Report;
14;Sun;03.12.17;12:00;Leganés;2;3–1;1.1;Villarreal;10,017;Estadio Municipal de Butarque;David Fernández;Match Report;
14;Sun;03.12.17;16:15;Getafe;0.8;1–0;0.8;Valencia;12,480;Coliseum Alfonso Pérez;David Medié;Match Report;
14;Sun;03.12.17;18:30;Eibar;1.9;3–1;0.4;Espanyol;4,693;Estadio Municipal de Ipurúa;Alberto Undiano;Match Report;
14;Sun;03.12.17;19:45 (20:45);Las Palmas;2.4;1–0;0.3;Betis;16,313;Estadio de Gran Canaria;Javier Estrada;Match Report;
14;Mon;04.12.17;21:00;Girona;0.5;2–3;1.4;Alavés;7,316;Estadi Municipal de Montilivi;Alberola Rojas;Match Report;
;;;;;;;;;;;;;
15;Fri;08.12.17;21:00;Alavés;2.9;2–0;0.2;Las Palmas;18,567;Estadio de Mendizorroza;David Medié;Match Report;
15;Sat;09.12.17;13:00;Getafe;0.6;0–0;0.9;Eibar;9,317;Coliseum Alfonso Pérez;Alberola Rojas;Match Report;
15;Sat;09.12.17;16:15;Real Madrid;3.5;5–0;0.5;Sevilla;76,924;Estadio Santiago Bernabéu;Juan Martínez;Match Report;
15;Sat;09.12.17;18:30;La Coruña;1.4;1–0;0.1;Leganés;18,366;Estadio Municipal de Riazor;Mario Melero;Match Report;
15;Sat;09.12.17;20:45;Valencia;1.6;2–1;0.9;Celta Vigo;35,633;Estadio de Mestalla;José Munuera;Match Report;
15;Sun;10.12.17;12:00;Real Sociedad;1.6;0–2;1.7;Málaga;16,834;Estadio Municipal de Anoeta;Carlos del Cerro;Match Report;
15;Sun;10.12.17;16:15;Betis;0.5;0–1;0.4;Atlético Madrid;45,517;Estadio Benito Villamarín;Alejandro Hernández;Match Report;
15;Sun;10.12.17;18:30;Levante;0.9;1–2;1.8;Athletic Club;18,005;Estadio Ciudad de Valencia;Javier Estrada;Match Report;
15;Sun;10.12.17;20:45;Villarreal;0.7;0–2;2.9;Barcelona;21,087;Estadio de la Cerámica;Ricardo de Burgos;Match Report;
