Wk;Day;Date;Time;Home;Score;Away;Attendance;Venue;Referee;Match Report;Notes
;;;;;;;;;;;
32;Fri;29.04.11;;Kaiserslautern;2–0;St. Pauli;;;Günter Perl;Match Report;
32;Fri;29.04.11;;Werder Bremen;0–1;Wolfsburg;;;Manuel Gräfe;Match Report;
32;Sat;30.04.11;;Hamburger SV;0–2;Freiburg;;;Guido Winkmann;Match Report;
32;Sat;30.04.11;;Hannover 96;0–1;M'Gladbach;;;Marco Fritz;Match Report;
32;Sat;30.04.11;;Mainz 05;3–0;Eint Frankfurt;;;Wolfgang Stark;Match Report;
32;Sat;30.04.11;;Hoffenheim;1–2;Stuttgart;;;Felix Brych;Match Report;
32;Sat;30.04.11;;Dortmund;2–0;Nürnberg;;;Markus Schmidt;Match Report;
32;Sat;30.04.11;;Köln;2–0;Leverkusen;;;Deniz Aytekin;Match Report;
32;Sat;30.04.11;;Bayern Munich;4–1;Schalke 04;;;Peter Gagelmann;Match Report;
;;;;;;;;;;;
33;Sat;07.05.11;;Eint Frankfurt;0–2;Köln;;;Felix Brych;Match Report;
33;Sat;07.05.11;;Wolfsburg;1–2;Kaiserslautern;;;Knut Kircher;Match Report;
33;Sat;07.05.11;;Leverkusen;1–1;Hamburger SV;;;Tobias Welz;Match Report;
33;Sat;07.05.11;;Stuttgart;2–1;Hannover 96;;;Felix Zwayer;Match Report;
33;Sat;07.05.11;;Schalke 04;1–3;Mainz 05;;;Babak Rafati;Match Report;
33;Sat;07.05.11;;St. Pauli;1–8;Bayern Munich;;;Thorsten Kinhöfer;Match Report;
33;Sat;07.05.11;;Nürnberg;1–2;Hoffenheim;;;Peter Gagelmann;Match Report;
33;Sat;07.05.11;;M'Gladbach;2–0;Freiburg;;;Michael Weiner;Match Report;
33;Sat;07.05.11;;Werder Bremen;2–0;Dortmund;;;Günter Perl;Match Report;
;;;;;;;;;;;
34;Sat;14.05.11;;Köln;2–1;Schalke 04;;;Markus Schmidt;Match Report;
34;Sat;14.05.11;;Hoffenheim;1–3;Wolfsburg;;;Thorsten Kinhöfer;Match Report;
34;Sat;14.05.11;;Hannover 96;3–1;Nürnberg;;;Knut Kircher;Match Report;
34;Sat;14.05.11;;Hamburger SV;1–1;M'Gladbach;;;Manuel Gräfe;Match Report;
34;Sat;14.05.11;;Kaiserslautern;3–2;Werder Bremen;;;Robert Hartmann;Match Report;
34;Sat;14.05.11;;Dortmund;3–1;Eint Frankfurt;;;Peter Gagelmann;Match Report;
34;Sat;14.05.11;;Freiburg;0–1;Leverkusen;;;Felix Zwayer;Match Report;
34;Sat;14.05.11;;Bayern Munich;2–1;Stuttgart;;;Florian Meyer;Match Report;
34;Sat;14.05.11;;Mainz 05;2–1;St. Pauli;;;Guido Winkmann;Match Report;
