Wk;Day;Date;Time;Home;xG;Score;xG;Away;Attendance;Venue;Referee;Match Report;Notes
;;;;;;;;;;;;;
19;Fri;19.01.18;20:30;Hertha BSC;0.6;1–1;1.2;Dortmund;65,893;Olympiastadion Berlin;Christian Dingert;Match Report;
19;Sat;20.01.18;15:30;Hoffenheim;0.7;1–4;2.6;Leverkusen;28,017;Dietmar-Hopp-Stadion;Tobias Stieler;Match Report;
19;Sat;20.01.18;15:30;M'Gladbach;1.1;2–0;1;Augsburg;42,016;Stadion im Borussia-Park;Bibiana Steinhaus;Match Report;
19;Sat;20.01.18;15:30;Wolfsburg;1.4;1–3;1.7;Eint Frankfurt;24,450;Volkswagen Arena;Markus Schmidt;Match Report;
19;Sat;20.01.18;15:30;Freiburg;0.5;2–1;1;RB Leipzig;23,700;Schwarzwald-Stadion;Benjamin Brand;Match Report;
19;Sat;20.01.18;15:30;Mainz 05;2.6;3–2;1;Stuttgart;25,736;Opel Arena;Harm Osmers;Match Report;
19;Sat;20.01.18;18:30;Hamburger SV;1;0–2;1.2;Köln;52,674;Volksparkstadion;Guido Winkmann;Match Report;
19;Sun;21.01.18;15:30;Bayern Munich;1.8;4–2;0.5;Werder Bremen;75,000;Allianz Arena;Robert Kampka;Match Report;
19;Sun;21.01.18;18:00;Schalke 04;0.5;1–1;0.9;Hannover 96;60,650;Veltins-Arena;Martin Petersen;Match Report;
;;;;;;;;;;;;;
20;Fri;26.01.18;20:30;Eint Frankfurt;1.2;2–0;1.4;M'Gladbach;47,500;Commerzbank-Arena;Marco Fritz;Match Report;
20;Sat;27.01.18;15:30;Stuttgart;0.6;0–2;2.7;Schalke 04;55,096;Mercedes-Benz Arena;Felix Zwayer;Match Report;
20;Sat;27.01.18;15:30;RB Leipzig;1.2;1–1;1.1;Hamburger SV;42,558;Red Bull Arena;Benjamin Cortus;Match Report;
20;Sat;27.01.18;15:30;Köln;1.1;1–1;0.8;Augsburg;49,900;RheinEnergieSTADION;Christian Dingert;Match Report;
20;Sat;27.01.18;15:30;Bayern Munich;2.7;5–2;1;Hoffenheim;75,000;Allianz Arena;Manuel Gräfe;Match Report;
20;Sat;27.01.18;15:30;Dortmund;1.3;2–2;0.4;Freiburg;81,360;Signal Iduna Park;Daniel Siebert;Match Report;
20;Sat;27.01.18;18:30;Werder Bremen;1.6;0–0;1.1;Hertha BSC;40,030;Weserstadion;Bastian Dankert;Match Report;
20;Sun;28.01.18;15:30;Leverkusen;1.8;2–0;0.1;Mainz 05;25,471;BayArena;Frank Willenborg;Match Report;
20;Sun;28.01.18;18:00;Hannover 96;1;0–1;0.4;Wolfsburg;34,300;HDI-Arena;Felix Brych;Match Report;
;;;;;;;;;;;;;
21;Fri;02.02.18;20:30;Köln;2.4;2–3;1.8;Dortmund;50,000;RheinEnergieSTADION;Benjamin Brand;Match Report;
21;Sat;03.02.18;15:30;Mainz 05;1.6;0–2;1.8;Bayern Munich;34,000;Opel Arena;Sören Storks;Match Report;
21;Sat;03.02.18;15:30;Freiburg;1;0–0;0.7;Leverkusen;24,000;Schwarzwald-Stadion;Robert Kampka;Match Report;
21;Sat;03.02.18;15:30;Wolfsburg;1;1–1;1.5;Stuttgart;24,378;Volkswagen Arena;Robert Hartmann;Match Report;
21;Sat;03.02.18;15:30;Hertha BSC;1;1–1;1.9;Hoffenheim;32,598;Olympiastadion Berlin;Deniz Aytekin;Match Report;
21;Sat;03.02.18;15:30;Schalke 04;1.1;1–2;2;Werder Bremen;62,271;Veltins-Arena;Guido Winkmann;Match Report;
21;Sat;03.02.18;18:30;M'Gladbach;1.1;0–1;1.1;RB Leipzig;49,018;Stadion im Borussia-Park;Tobias Stieler;Match Report;
21;Sun;04.02.18;15:30;Augsburg;2.4;3–0;0.6;Eint Frankfurt;27,188;WWK Arena;Harm Osmers;Match Report;
21;Sun;04.02.18;18:00;Hamburger SV;1.5;1–1;1.4;Hannover 96;46,016;Volksparkstadion;Sascha Stegemann;Match Report;
;;;;;;;;;;;;;
22;Fri;09.02.18;20:30;RB Leipzig;2.2;2–0;1;Augsburg;34,286;Red Bull Arena;Sven Jablonski;Match Report;
